Company,ISIN,Market,Compartment,Country,Ticker
HYDROGEN-REFUELING-SOLUTIONS,FR0014001PM5,Euronext Growth Paris,Euronext Growth,France,ALHRS.PA
HYLORIS,BE0974363955,Euronext Brussels,Compartment B,Belgium,HYL.BR
HYNION AS,NO0010920945,Euronext Growth Oslo,Euronext Growth,Norway,HYN.OL
I GRANDI VIAGGI,IT0005108219,Euronext Milan,Compartment C,Italy,IGV.MI
I.CO.P.,IT0001214433,Euronext Growth Milan,Euronext Growth,Italy,ICOP.MI
I.M.D. INTERNATIONAL MEDICAL DEVICES,IT0005549255,Euronext Growth Milan,Euronext Growth,Italy,IMD.MI
I2S,FR0005854700,Euronext Growth Paris,Euronext Growth,France,ALI2S.PA
Ibersol-SGPS,PTIBS0AM0008,Euronext Lisbon,Compartment B,Portugal,IBS.LS
ICAPE HOLDING,FR001400A3Q3,Euronext Growth Paris,Euronext Growth,France,ALICA.PA
ICELANDIC SALMON,NO0010724701,Euronext Growth Oslo,Euronext Growth,Norway,NO0010724701.SG
ID LOGISTICS GROUP,FR0010929125,Euronext Paris,Compartment A,France,IDL.PA
IDEX BIOMETRICS,NO0013536078,Oslo Bors,Compartment C,Norway,IDEX.OL
IDI,FR0000051393,Euronext Paris,Compartment B,France,IDIP.PA
IDS,FR0000079691,Euronext Access Paris,Euronext Access,France,MLIDS.PA
IEP INVEST,BE0003748622,Euronext Brussels,Compartment C,Belgium,IEP.BR
IKONISYS,FR00140048X2,Euronext Growth Paris,Euronext Growth,France,ALIKO.PA
ILLA,IT0005578395,Euronext Growth Milan,Euronext Growth,Italy,
ILPRA,IT0005359101,Euronext Growth Milan,Euronext Growth,Italy,ILP.MI
IMALLIANCE,FR0010086371,Euronext Access Paris,Euronext Access,France,MLIML.PA
IMEON ENERGY,FR001400QW73,Euronext Access Paris,Euronext Access,France,
IMM.PARIS.PERLE,FR0006859039,Euronext Access Paris,Euronext Access,France,
IMMERSION,FR0013060100,Euronext Growth Paris,Euronext Growth,France,ALIMR.PA
IMMOBEL,BE0003599108,Euronext Brussels,Compartment B,Belgium,IMMO.BR
IMMSI,IT0001413837,Euronext Milan,Compartment B,Italy,IMS.MI
IMPIANTI,IT0005518953,Euronext Growth Milan,Euronext Growth,Italy,MPT.MI
IMPLANET,FR0013470168,Euronext Growth Paris,Euronext Growth,France,ALIMP.PA
"Impresa, SGPS - Nom.",PTIPR0AM0000,Euronext Lisbon,Compartment C,Portugal,IPR.LS
IMPRIMERIE CHIRAT,FR0000065773,Euronext Access Paris,Euronext Access,France,MLIMP.PA
IMPULSE FITNESS SOLUTIONS S.A.,ES0105590006,Euronext Access Paris,Euronext Access,Spain,MLIFS.PA
INCLUSIO SA/NV,BE0974374069,Euronext Brussels,Compartment C,Belgium,BE0974374069.SG
INDEL B,IT0005245508,Euronext Milan,Compartment C,Italy,INDB.MI
INDUCT,NO0010536048,Euronext Growth Oslo,Euronext Growth,Norway,INDCT.OL
INDUSTRIE CHIMICHE FORESTALI,IT0005416281,Euronext Growth Milan,Euronext Growth,Italy,ICF.MI
INDUSTRIE DE NORA,IT0005186371,Euronext Milan,Compartment B,Italy,DNR.MI
INFOCLIP,FR0011158823,Euronext Access Paris,Euronext Access,France,MLIFC.PA
INFOTEL,FR0000071797,Euronext Paris,Compartment B,France,INF.PA
INIFY LABORATORIES AB,SE0017486103,Euronext Growth Oslo,Euronext Growth,Sweden,INIFY.OL
ININ GROUP AS,NO0010864036,Euronext Growth Oslo,Euronext Growth,Norway,NO0010864036.SG
INIZIATIVE BRESCIANE,IT0005037905,Euronext Growth Milan,Euronext Growth,Italy,IB.MI
INMOLECULE NANOTECH,ES0105908000,Euronext Access Paris,Euronext Access,Spain,
INNATE PHARMA,FR0010331421,Euronext Paris,Compartment B,France,IPH.PA
INNELEC MULTIMEDIA,FR0000064297,Euronext Growth Paris,Euronext Growth,France,ALINN.PA
INNOVATEC,IT0005412298,Euronext Growth Milan,Euronext Growth,Italy,IT0005412298.SG
INNOVATIVE RFK SPA,IT0005391161,Euronext Access Paris,Euronext Access,Italy,MLIRF.PA
INSTABANK,NO0010762792,Euronext Growth Oslo,Euronext Growth,Norway,INSTA.OL
INSTALLUX,FR0000060451,Euronext Growth Paris,Euronext Growth,France,ALLUX.PA
INTEGRAGEN,FR0010908723,Euronext Growth Paris,Euronext Growth,France,ALINT.PA
INTEGRATED WIND SOLUTIONS ASA,NO0013461350,Euronext Growth Oslo,Euronext Growth,Norway,IWS.OL
INTEGRITAS VIAGER S.A.,FR0014003FN0,Euronext Access Paris,Euronext Access,France,
INTERCOS,IT0005455875,Euronext Milan,Compartment A,Italy,ICOS.MI
INTERNATIONAL CARE COMPANY,IT0005469371,Euronext Growth Milan,Euronext Growth,Italy,ICC.MI
INTEROIL EXPLORATION AND PRODUCTION,NO0013119255,Oslo Bors,Compartment C,Norway,IOX.OL
INTEXA,FR0000064958,Euronext Paris,Compartment C,France,ITXT.PA
INTRASENSE,FR0011179886,Euronext Growth Paris,Euronext Growth,France,ALINS.PA
INTRED,IT0005337818,Euronext Growth Milan,Euronext Growth,Italy,ITD.MI
INVENTIVA,FR0013233012,Euronext Paris,Compartment B,France,IVA.PA
INVIBES ADVERTISING N.V.,BE0974299316,Euronext Growth Paris,Euronext Growth,Belgium,ALINV.PA
ION BEAM APPLICATIONS,BE0003766806,Euronext Brussels,Compartment B,Belgium,IBAB.BR
IPSOS,FR0000073298,Euronext Paris,Compartment A,France,IPS.PA
IRCE,IT0001077780,Euronext Milan,Compartment C,Italy,IRC.MI
IRISH CONTINENTAL GROUP PLC,IE00BLP58571,Euronext Dublin,Compartment B,Ireland,ICGC.L
ISCC FINTECH,IT0005474108,Euronext Growth Milan,Euronext Growth,Italy,ISC.MI
ISPD NETWORK,ES0109429037,Euronext Growth Paris,Euronext Growth,Spain,ALISP.PA
IT LINK,FR0000072597,Euronext Growth Paris,Euronext Growth,France,ALITL.PA
IT WAY,IT0003057624,Euronext Milan,Compartment C,Italy,ITW.MI
ITALIAN EXHIBITION GROUP,IT0003411417,Euronext Milan,Compartment C,Italy,IEG.MI
ITALIAN WINE BRANDS,IT0005075764,Euronext Growth Milan,Euronext Growth,Italy,IWB.MI
ITALMOBILIARE,IT0005253205,Euronext Milan,Compartment A,Italy,ITM.MI
ITALY INNOVAZIONI,IT0005336521,Euronext Access Paris,Euronext Access,Italy,MLITN.PA
ITERA,NO0010001118,Oslo Bors,Compartment C,Norway,ITERA.OL
IVECO GROUP,NL0015000LU4,Euronext Milan,Compartment A,Netherlands,IVG.MI
IVISION TECH,IT0005554784,Euronext Growth Milan,Euronext Growth,Italy,IVN.MI
JACQUES BOGART,FR0012872141,Euronext Paris,Compartment C,France,JBOG.PA
JACQUET METALS,FR0000033904,Euronext Paris,Compartment B,France,JCQ.PA
JÆREN SPAREBANK,NO0010359433,Oslo Bors,Compartment C,Norway,JAREN.OL
JENSEN-GROUP,BE0003858751,Euronext Brussels,Compartment B,Belgium,JEN.BR
JUVENTUS FC,IT0005572778,Euronext Milan,Compartment B,Italy,JUVE.MI
KALDVIK AS,NO0010884794,Euronext Growth Oslo,Euronext Growth,Norway,KLDVK.OL
KALEON,IT0005678104,"Euronext Growth Paris, Milan",Euronext Growth,Italy,ALKLN.PA
KALRAY,FR0010722819,Euronext Growth Paris,Euronext Growth,France,ALKAL.PA
KAUFMAN ET BROAD,FR0004007813,Euronext Paris,Compartment B,France,KOF.PA
KENDRION N.V.,NL0000852531,Euronext Amsterdam,Compartment B,Netherlands,KENDR.AS
KENMARE RESOURCES PLC,IE00BDC5DG00,Euronext Dublin,Compartment B,Ireland,KMR.L
KERLINK,FR0013156007,Euronext Growth Paris,Euronext Growth,France,ALKLK.PA
KEYRUS,FR0004029411,Euronext Growth Paris,Euronext Growth,France,FR0004029411.SG
Keyware Technologies,BE0003880979,Euronext Brussels,Compartment C,Belgium,KEYW.BR
KID,NO0010743545,Oslo Bors,Compartment B,Norway,KID.OL
KINEPOLIS GROUP,BE0974274061,Euronext Brussels,Compartment A,Belgium,KIN.BR
KITRON,NO0003079709,Oslo Bors,Compartment B,Norway,KIT.OL
KKO INTERNATIONAL,FR0013374667,Euronext Growth Paris,Euronext Growth,France,ALKKO.PA
KLARSEN,FR0011038348,Euronext Growth Paris,Euronext Growth,France,ALKLA.PA
KLAVENESS COMBINATION CARRIERS,NO0010833262,Oslo Bors,Compartment B,Norway,KCC.OL
KLEA HOLDING,FR0013481835,Euronext Growth Paris,Euronext Growth,France,ALKLH.PA
KMC PROPERTIES ASA,NO0013637181,Oslo Bors,Compartment B,Norway,NO0013637181.SG
KME GROUP,IT0004552359,Euronext Milan,Compartment B,Italy,KME.MI
KOMPLETT ASA,NO0011016040,Oslo Bors,Compartment C,Norway,KOMPL.OL
KONGSBERG AUTOMOTIVE,NO0003033102,Oslo Bors,Compartment B,Norway,KOA.OL
Koninklijke BAM Groep N.V.,NL0000337319,Euronext Amsterdam,Compartment B,Netherlands,BAMNB.AS
KONINKLIJKE PORCELEYNE FLES,NL0000378669,Euronext Amsterdam,Compartment C,Netherlands,PORF.AS
KRAFT BANK ASA,NO0010815103,Euronext Growth Oslo,Euronext Growth,Norway,KRAB.OL
KRUSO KAPITAL,IT0005573800,Euronext Growth Milan,Euronext Growth,Italy,KK.MI
KUMULUS VAPE,FR0013419876,Euronext Growth Paris,Euronext Growth,France,FR0013419876.SG
L.D.C.,FR001400SF56,Euronext Paris,Compartment A,France,LOUP.PA
LABORATOIRES EUROMEDIS,FR0000075343,Euronext Growth Paris,Euronext Growth,France,ALEMG.PA
LABORATORIO FARMACEUTICO ERFO,IT0005497885,Euronext Growth Milan,Euronext Growth,Italy,ERFO.MI
LACROIX GROUP,FR0000066607,Euronext Paris,Compartment C,France,LACR.PA
L'AGENCE AUTOMOBILIERE S.A.,FR0014005WE9,Euronext Access Paris,Euronext Access,France,MLAA.PA
LANDI RENZO,IT0005619843,Euronext Milan,Compartment C,Italy,LNDR.MI
LANSON-BCC,FR0004027068,Euronext Growth Paris,Euronext Growth,France,ALLAN.PA
LARGO,FR0013308582,Euronext Growth Paris,Euronext Growth,France,ALLGO.PA
LATECOERE,FR001400JY13,Euronext Paris,Compartment B,France,LAT.PA
LAURENT-PERRIER,FR0006864484,Euronext Paris,Compartment B,France,LPE.PA
LAVIDE HOLDING,NL0010545679,Euronext Amsterdam,Compartment C,Netherlands,LVIDE.AS
LEBON,FR0000121295,Euronext Growth Paris,Euronext Growth,France,ALBON.PA
LECTRA,FR0000065484,Euronext Paris,Compartment A,France,LSS.PA
LEMON SISTEMI,IT0005573438,Euronext Growth Milan,Euronext Growth,Italy,LS.MI
LEONE FILM GROUP,IT0004973696,Euronext Growth Milan,Euronext Growth,Italy,LFG.MI
LEPERMISLIBRE S.A.,FR001400F2Z1,Euronext Growth Paris,Euronext Growth,France,ALLPL.PA
LES HOTELS BAVEREZ,FR0007080254,Euronext Growth Paris,Euronext Growth,France,ALLHB.PA
LEXIBOOK LINGUIST.,FR0000033599,Euronext Growth Paris,Euronext Growth,France,ALLEX.PA
LHYFE S.A.,FR0014009YQ1,Euronext Paris,Compartment B,France,LHYFE.PA
LIFECARE ASA,NO0013355859,Oslo Bors,Compartment C,Norway,LIFE.OL
LIGHTON,FR0013230950,Euronext Growth Paris,Euronext Growth,France,ALTAI.PA
LINDBERGH,IT0005469272,Euronext Growth Milan,Euronext Growth,Italy,LDB.MI
LINEDATA SERVICES,FR0004156297,Euronext Paris,Compartment B,France,LIN.PA
LINK MOBILITY GROUP HOLDING,NO0010894231,Oslo Bors,Compartment B,Norway,LINK.OL
LISI,FR0000050353,Euronext Paris,Compartment A,France,FII.PA
LITIX,IT0005600801,Euronext Growth Milan,Euronext Growth,Italy,LTX.MI
LLEIDA,ES0105089009,Euronext Growth Paris,Euronext Growth,Spain,ES0105089009.SG
LNA SANTE,FR0004170017,Euronext Paris,Compartment B,France,LNA.PA
LOCASYSTEM INTL,FR0004155208,Euronext Access Paris,Euronext Access,France,MLLOI.PA
LOGIC INSTRUMENT,FR0000044943,Euronext Growth Paris,Euronext Growth,France,ALLOG.PA
LOKOTECH GROUP AS,NO0010921299,Euronext Growth Oslo,Euronext Growth,Norway,LOKO.OL
LOMBARD ET MEDOT,FR0006205019,Euronext Access Paris,Euronext Access,France,MLCAC.PA
LONGINO&CARDENAL,IT0005337073,Euronext Growth Milan,Euronext Growth,Italy,LON.MI
LOUIS HACHETTE GROUP,FR001400TL40,Euronext Growth Paris,Euronext Growth,France,ALHG.PA
LUCIBEL,FR0014013HG9,Euronext Growth Paris,Euronext Growth,France,ALUCI.PA
LUCISANO MEDIA GROUP,IT0004522162,Euronext Growth Milan,Euronext Growth,Italy,LMG.MI
LUMI GRUPPEN AS,NO0010927288,Euronext Growth Oslo,Euronext Growth,Norway,LUMI.OL
LUMIBIRD,FR0000038242,Euronext Paris,Compartment B,France,LBIRD.PA
LUVE,IT0005107492,Euronext Milan,Compartment B,Italy,LUVE.MI
LYTIX BIOPHARMA AS,NO0010405780,Euronext Growth Oslo,Euronext Growth,Norway,NO0010405780.SG
M VEST WATER AS,NO0010976343,Euronext Growth Oslo,Euronext Growth,Norway,MVW.OL
MAAT PHARMA,FR0012634822,Euronext Paris,Compartment C,France,MAAT.PA
MACOMPTA.FR,FR001400NQB6,Euronext Access Paris,Euronext Access,France,MLMCA.PA
MAGILLEM DESIGN SERVICES,FR0010827741,Euronext Access Paris,Euronext Access,France,MLMGL.PA
MAGIS,IT0005525347,Euronext Growth Milan,Euronext Growth,Italy,MGS.MI
MAGNORA,NO0010187032,Oslo Bors,Compartment B,Norway,MGN.OL
MAIRE,IT0004931058,Euronext Milan,Compartment A,Italy,MAIRE.MI
MAISON CLIO BLUE,FR0011092089,Euronext Access Paris,Euronext Access,France,
MAISON POMMERY & ASSOCIES,FR0000062796,Euronext Paris,Compartment C,France,POMRY.PA
MAISONS DU MONDE,FR0013153541,Euronext Paris,Compartment B,France,MDM.PA
MAKING SCIENCE GROUP S.A.,ES0105463006,Euronext Growth Paris,Euronext Growth,Spain,ES0105463006.SG
MALIN CORPORATION PLC,IE00BVGC3741,Euronext Growth Dublin,Euronext Growth,Ireland,MLC.IR
MALTERIES FCO-BEL.,FR0000030074,Euronext Paris,Compartment B,France,MALT.PA
MANITOU BF,FR0000038606,Euronext Paris,Compartment B,France,MTU.PA
MAPS,IT0005364333,Euronext Growth Milan,Euronext Growth,Italy,MAPS.MI
MARE ENGINEERING GROUP,IT0005588626,Euronext Growth Milan,Euronext Growth,Italy,MARE.MI
MARE NOSTRUM,FR0013400835,Euronext Growth Paris,Euronext Growth,France,ALMAR.PA
MARIE BRIZARD WINE AND SPIRITS,FR0000060873,Euronext Paris,Compartment B,France,MBWS.PA
MARKBASS,IT0005670960,Euronext Growth Milan,Euronext Growth,Italy,MARK.MI
MARR,IT0003428445,Euronext Milan,Compartment B,Italy,MARR.MI
"Martifer, SGPS, SA",PTMFR0AM0003,Euronext Lisbon,Compartment C,Portugal,MAR.LS
MARZOCCHI POMPE,IT0004376858,Euronext Growth Milan,Euronext Growth,Italy,MARP.MI
MASI AGRICOLA,IT0004125677,Euronext Growth Milan,Euronext Growth,Italy,MASI.MI
MÅSØVAL AS,NO0010974983,Euronext Growth Oslo,Euronext Growth,Norway,MAS.OL
MASTRAD,FR0004155687,Euronext Growth Paris,Euronext Growth,France,ALMAS.PA
MATERIALISE NV,BE0974501331,Euronext Brussels,Compartment B,Belgium,MTLS.BR
MATICA FINTEC,IT0005388449,Euronext Growth Milan,Euronext Growth,Italy,MFT.MI
MATVAREEXPRESSEN AS,NO0013008664,Euronext Growth Oslo,Euronext Growth,Norway,MVE.OL
MAUNA KEA TECHNOLOGIES S.A.,FR0010609263,Euronext Growth Paris,Euronext Growth,France,ALMKT.PA
MAUREL ET PROM,FR0000051070,Euronext Paris,Compartment A,France,MAU.PA
MAZARO,BE0974404361,Euronext Access Brussels,Euronext Access,Belgium,MLMAZ.BR
MEDIA 6,FR0000064404,Euronext Paris,Compartment C,France,EDI.PA
MEDIA CAPITAL,PTGMC0AM0003,Euronext Lisbon,Compartment C,Portugal,
MEDIA LAB,IT0005324105,Euronext Access Paris,Euronext Access,Italy,MLLAB.PA
MEDIAN TECHNOLOGIES,FR0011049824,Euronext Growth Paris,Euronext Growth,France,ALMDT.PA
MEDINCELL S.A.,FR0004065605,Euronext Paris,Compartment B,France,MEDCL.PA
MEDISTIM,NO0010159684,Oslo Bors,Compartment B,Norway,MEDI.OL
MEGLIOQUESTO,IT0005450173,Euronext Growth Milan,Euronext Growth,Italy,
MELHUS SPAREBANK,NO0006001908,Oslo Bors,Compartment C,Norway,MELG.OL
MEMSCAP REGPT,FR0010298620,Euronext Paris,Compartment C,France,MEMS.PA
MERSEN,FR0000039620,Euronext Paris,Compartment B,France,MRN.PA
MET.EXTRA GROUP,IT0005481855,Euronext Milan,Compartment C,Italy,MET.MI
METAVISIO (THOMSON COMPUTING),FR00140066X4,Euronext Growth Paris,Euronext Growth,France,ALTHO.PA
METHANOR,FR0011217710,Euronext Growth Paris,Euronext Growth,France,ALMET.PA
METRICS IN BALANCE,BE0974328602,Euronext Access Paris,Euronext Access,Belgium,
METRIKS AI,IT0005651481,Euronext Growth Milan,Euronext Growth,Italy,MTK.MI
METROPOLE TV,FR0000053225,Euronext Paris,Compartment A,France,MMT.PA
MEVIM,IT0005586950,Euronext Growth Milan,Euronext Growth,Italy,MEV.MI
MEXEDIA S.P.A,IT0005450819,Euronext Growth Paris,Euronext Growth,Italy,ALMEX.PA
MFE B,NL0015001OJ9,Euronext Milan,Compartment A,Netherlands,MFEB.MI
MG INTERNATIONAL,FR0010204453,Euronext Growth Paris,Euronext Growth,France,ALMGI.PA
MGI DIGITAL GRAPHI,FR0010353888,Euronext Growth Paris,Euronext Growth,France,ALMDG.PA
MIGUET ET ASSOCIES,FR0010500363,Euronext Access Paris,Euronext Access,France,MLNMA.PA
MIKO,BE0003731453,Euronext Brussels,Compartment C,Belgium,MIKO.BR
MILIBOO,FR0013053535,Euronext Growth Paris,Euronext Growth,France,ALMLB.PA
MINCON GROUP PLC,IE00BD64C665,Euronext Growth Dublin,Euronext Growth,Ireland,MCON.L
MINT,FR0004172450,Euronext Growth Paris,Euronext Growth,France,ALMIN.PA
MISITANO & STRACUZZI,IT0005603078,Euronext Growth Milan,Euronext Growth,Italy,MS.MI
MIT SIM,IT0005427510,Euronext Growth Milan,Euronext Growth,Italy,MTS.MI
MKB Nedsense N.V.,NL0009312842,Euronext Amsterdam,Compartment C,Netherlands,NEDSE.AS
MOLTIPLY GROUP,IT0004195308,Euronext Milan,Compartment A,Italy,MOL.MI
MON COURTIER ENERGIE GROUPE S.A.,FR001400H3A0,Euronext Growth Paris,Euronext Growth,France,ALMCE.PA
MONCEY (FIN.) NOM.,FR001400SU99,Euronext Paris,Compartment A,France,FMONC.PA
MONDADORI EDIT,IT0001469383,Euronext Milan,Compartment B,Italy,MN.MI
MONDO TV,IT0001447785,Euronext Milan,Compartment C,Italy,MTV.MI
MONDO TV France,FR0014011ND8,Euronext Growth Paris,Euronext Growth,France,MTVFR.MI
MONNALISA,IT0005338139,Euronext Growth Milan,Euronext Growth,Italy,MNL.MI
MONUMENTAL RESIDENCE,PTMNN0AE0006,Euronext Access Lisbon,Euronext Access,Portugal,
MOPOLI,NL0000488153,Euronext Brussels,Compartment C,Netherlands,MOP.BR
MORELD,NO0013325506,Oslo Bors,Compartment B,Norway,MORLD.OL
MOTA ENGIL,PTMEN0AE0005,Euronext Lisbon,Compartment A,Portugal,EGL.LS
MOULINVEST,FR0011033083,Euronext Growth Paris,Euronext Growth,France,ALMOU.PA
MOURY CONSTRUCT,BE0003602134,Euronext Brussels,Compartment B,Belgium,MOUR.BR
MPC CONTAINER SHIPS,NO0010791353,Oslo Bors,Compartment B,Norway,MPCC.OL
MPC ENERGY SOLUTIONS N.V.,NL0015268814,Euronext Growth Oslo,Euronext Growth,Netherlands,MPCES.OL
MR BRICOLAGE,FR0004034320,Euronext Growth Paris,Euronext Growth,France,ALMRB.PA
MULTICONSULT,NO0010734338,Oslo Bors,Compartment B,Norway,MULTI.OL
MUNIC,FR0013462231,Euronext Growth Paris,Euronext Growth,France,ALMUN.PA
"MUTTER VENTURES, S.A.",ES0105697009,Euronext Access Paris,Euronext Access,Spain,MLMUT.PA
MYHOTELMATCH,FR001400IE67,Euronext Paris,Compartment C,France,MHM.PA
NACON,FR0013482791,Euronext Paris,Compartment C,France,NACON.PA
NAMR,FR0014003J32,Euronext Growth Paris,Euronext Growth,France,
NANOBIOTIX,FR0011341205,Euronext Paris,Compartment B,France,NANO.PA
NAPATECH,DK0060520450,Oslo Bors,Compartment C,Denmark,NAPA.OL
NAVAMEDIC,NO0010205966,Oslo Bors,Compartment C,Norway,NAVA.OL
NEDAP,NL0000371243,Euronext Amsterdam,Compartment B,Netherlands,NEDAP.AS
NEKKAR,NO0003049405,Oslo Bors,Compartment C,Norway,NKR.OL
NEL,NO0010081235,Oslo Bors,Compartment A,Norway,NEL.OL
NEODECORTECH,IT0005275778,Euronext Milan,Compartment C,Italy,NDT.MI
NEOLIFE,FR0011636083,Euronext Growth Paris,Euronext Growth,France,ALNLF.PA
NEOSPERIENCE,IT0005497018,Euronext Growth Milan,Euronext Growth,Italy,
NEOVACS,FR0014010856,Euronext Growth Paris,Euronext Growth,France,ALNEV.PA
NETGEM,FR0004154060,Euronext Growth Paris,Euronext Growth,France,ALNTG.PA
NETMEDIA GROUP,FR001400RF99,Euronext Growth Paris,Euronext Growth,France,ALNMG.PA
NEUFCOUR-FIN.,BE0003680916,Euronext Access Brussels,Euronext Access,Belgium,MLNEU.BR
NEURONES,FR0004050250,Euronext Paris,Compartment B,France,NRO.PA
NEUROSOFT,GRS802003004,Euronext Growth Milan,Euronext Growth,Greece,NRST.MI
New Sources Energy N.V.,NL0009822014,Euronext Amsterdam,Compartment C,Netherlands,NSE.AS
NEWPRINCES,IT0005385213,Euronext Milan,Compartment B,Italy,NWL.MI
NEWTREE,BE0003832491,Euronext Access Brussels,Euronext Access,Belgium,NEWT.BR
NEXITY,FR0010112524,Euronext Paris,Compartment B,France,NXI.PA
NEXT BIOMETRICS GROUP,NO0010629108,Oslo Bors,Compartment C,Norway,NEXT.OL
NEXT GEOSOLUTIONS EUROPE,IT0005594418,Euronext Growth Milan,Euronext Growth,Italy,NXT.MI
NEXTEDIA,FR0004171346,Euronext Growth Paris,Euronext Growth,France,ALNXT.PA
NFL BIOSCIENCES S.A.,FR0014003XT0,Euronext Growth Paris,Euronext Growth,France,ALNFL.PA
NICOX S.A.,FR0013018124,Euronext Growth Paris,Euronext Growth,France,ALCOX.PA
NIDAROS SPAREBANK,NO0010733082,Euronext Growth Oslo,Euronext Growth,Norway,NISB.OL
NORAM DRILLING AS,NO0010360019,Euronext Growth Oslo,Euronext Growth,Norway,NORAM.OL
NORBIT,NO0010856511,Oslo Bors,Compartment B,Norway,NORBT.OL
NORCOD,NO0010892912,Euronext Growth Oslo,Euronext Growth,Norway,NCOD.OL
NORCONSULT ASA,NO0013052209,Oslo Bors,Compartment B,Norway,NORCO.OL
NORDHEALTH AS A-AKSJER,NO0011002651,Euronext Growth Oslo,Euronext Growth,Norway,NO0011002651.SG
NORDIC AQUA PARTNERS AS,NO0012928805,Euronext Growth Oslo,Euronext Growth,Norway,NOAP.OL
NORDIC FINANCIALS ASA,NO0013683409,Euronext Expand Oslo,Compartment C,Norway,NOFIN.OL
NORDIC HALIBUT AS,NO0003058109,Euronext Growth Oslo,Euronext Growth,Norway,NOHAL.OL
NORDIC MINING,NO0013162693,Oslo Bors,Compartment C,Norway,NOM.OL
NORDIC TECHNOLOGY GROUP AS,NO0011018434,Euronext Growth Oslo,Euronext Growth,Norway,NTG.OL
NORSE ATLANTIC ASA,NO0012885252,Oslo Bors,Compartment B,Norway,NORSE.OL
NORSK TITANIUM AS,NO0010969108,Euronext Growth Oslo,Euronext Growth,Norway,NTI.OL
NORSKE SKOG,NO0010861115,Oslo Bors,Compartment B,Norway,NO0010861115.SG
NORTEM BIOGROUP,ES0105719001,Euronext Access Paris,Euronext Access,Spain,
North Atlantic Energies,FR0000120669,Euronext Paris,Compartment B,France,NAE.PA
NORTH ENERGY,NO0010550056,Oslo Bors,Compartment C,Norway,NORTH.OL
NORWEGIAN AIR SHUTTLE,NO0010196140,Oslo Bors,Compartment B,Norway,NAS.OL
NORWEGIAN BLOCK EXCHANGE AS,NO0010984966,Euronext Growth Oslo,Euronext Growth,Norway,NBX.OL
NOS NOVA AS,NO0010917339,Euronext Growth Oslo,Euronext Growth,Norway,NO0010917339.SG
"NOS, SGPS, SA",PTZON0AM0006,Euronext Lisbon,Compartment A,Portugal,NOS.LS
NOTORIOUS PICTURES,IT0005025355,Euronext Growth Milan,Euronext Growth,Italy,NPI.MI
"Novabase, SGPS - Nom.",PTNBA0AM0006,Euronext Lisbon,Compartment C,Portugal,NVQ.F
NOVACYT,FR0010397232,Euronext Growth Paris,Euronext Growth,France,ALNOV.PA
NOVAMARINE,IT0005605701,Euronext Growth Milan,Euronext Growth,Italy,NOVA.MI
NOVATECH IND.,FR0000185464,Euronext Access Paris,Euronext Access,France,MLNOV.PA
NR 21,FR0014001PV6,Euronext Paris,Compartment C,France,NR21.PA
NRC GROUP,NO0003679102,Oslo Bors,Compartment C,Norway,NO0003679102.SG
NRJ GROUP,FR0000121691,Euronext Paris,Compartment B,France,NRG.PA
NSC GROUPE,FR0000064529,Euronext Growth Paris,Euronext Growth,France,ALNSC.PA
NSE,FR0004065639,Euronext Growth Paris,Euronext Growth,France,ALNSE.PA
NUSCO,IT0005453110,Euronext Growth Milan,Euronext Growth,Italy,NUS.MI
NX FILTRATION N.V.,NL0015000D50,Euronext Amsterdam,Compartment B,Netherlands,NXFIL.AS
NYKODE THERAPEUTICS ASA,NO0010714785,Oslo Bors,Compartment B,Norway,NO0010714785.SG
NYRSTAR,BE0974294267,Euronext Brussels,Compartment C,Belgium,NYR.BR
NYXOAH SA,BE0974358906,Euronext Brussels,Compartment C,Belgium,BE0974358906.SG
OBIZ S.A.,FR0014003711,Euronext Growth Paris,Euronext Growth,France,ALBIZ.PA
OBSERVE MEDICAL,NO0013457952,Euronext Expand Oslo,Compartment C,Norway,OBSRV.OL
OCEAN GEOLOOP AS,NO0010914641,Euronext Growth Oslo,Euronext Growth,Norway,OCEAN.OL
OCEAN SUN,NO0010887565,Euronext Growth Oslo,Euronext Growth,Norway,OSUN.OL
OCI,NL0010558797,Euronext Amsterdam,Compartment A,Netherlands,OCI.AS
OCTOPUS BIOSAFETY,FR0013310281,Euronext Access Paris,Euronext Access,France,MLOCT.PA
ODFJELL SER. A,NO0003399909,Oslo Bors,Compartment B,Norway,ODF.OL
ODIOT HOLDING,FR0014010DV3,Euronext Access Paris,Euronext Access,France,MLODT.PA
Odyssée Technologies S.A.,FR001400U4P9,Euronext Growth Paris,Euronext Growth,France,ALODY.PA
OENEO,FR0000052680,Euronext Paris,Compartment B,France,SBT.PA
OFFICINA STELLARE,IT0005374035,Euronext Growth Milan,Euronext Growth,Italy,OS.MI
OKEA,NO0010816895,Oslo Bors,Compartment B,Norway,OKEA.OL
OLIDATA,IT0005634610,Euronext Milan,Compartment C,Italy,OLI.MI
OMDA AS,NO0010894512,Euronext Growth Oslo,Euronext Growth,Norway,OMDA.OL
OMER,IT0005453748,Euronext Growth Milan,Euronext Growth,Italy,OMER.MI
OMER-DECUGIS & CIE,FR0014003T71,Euronext Growth Paris,Euronext Growth,France,ALODC.PA
ONCODESIGN PRECISION MEDICINE,FR001400CM63,Euronext Growth Paris,Euronext Growth,France,ALOPM.PA
