Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
CARMAT,FR0010907956,Euronext Growth Paris,Euronext Growth,France,ALCAR.PA,Medical Devices,Healthcare,,1.369,,,,-0.2008547,388965.0,30132640.0,EUR,73069616.0,0.0,-0.807,-0.58240396,-1.15,-2.34,4701000.0,0.111,57801000.0,7344000.0,0.164,-0.64449996,,-36344000.0,-6.44751
CASINO GUICHARD,FR001400OKR3,Euronext Paris,Compartment C,France,CO.PA,Grocery Stores,Consumer Defensive,4.0,1.225,,7.21,,0.23851065,706804.0,224441040.0,EUR,3183323904.0,-0.06439,2.429,0.23075342,-5.93,2.35,522000000.0,1.304,3481999872.0,8448000000.0,21.047,-0.00099,-0.46712002,2406000128.0,-0.00438
CASTA DIVA GROUP,IT0005003782,Euronext Growth Milan,Euronext Growth,Italy,CDG.MI,Entertainment,Communication Services,,0.03,2.71,,25.599998,4.2105265,16000.0,12068761.0,EUR,,0.0076800003,0.504,2.5396824,0.05,,15778159.0,,30953596.0,122074752.0,,0.03381,0.10145,25419076.0,0.02894
CATANA GROUP,FR0010193052,Euronext Growth Paris,Euronext Growth,France,ALCAT.PA,Recreational Vehicles,Consumer Cyclical,9.0,1.201,4.83,,4.6049385,12.433332,31717.0,107744032.0,EUR,128953400.0,0.11217,3.244,1.1498151,0.81,,31434000.0,1.093,48252000.0,204964000.0,7.276,0.07693,0.22349001,110626000.0,0.10058
CATERING INTERNATIONAL & SERVICES S.A.,FR0000064446,Euronext Growth Paris,Euronext Growth,France,ALCIS.PA,Specialty Business Services,Industrials,,0.469,1.72,0.86,16.721312,67.99999,3015.0,80189336.0,EUR,64155460.0,0.011510001,8.307,1.22788,0.61,0.15,56811000.0,7.3,38140000.0,422847008.0,54.332,0.04818,0.100839995,96570000.0,0.04328
CAVENDISH HYDROGEN ASA,NO0013219535,Oslo Bors,Compartment C,Norway,CAVEN.OL,Utilities - Regulated Gas,Utilities,,,,,,-1.3764706,52221.0,273693408.0,NOK,243232608.0,-1.02797,1.948,4.204312,-9.3,-5.95,34500000.0,1.026,2400000.0,25350000.0,0.754,,-0.6,13286000.0,-1.55263
CBO TERRITORIA,FR0010193979,Euronext Paris,Compartment C,France,CBOT.PA,Real Estate - Diversified,Real Estate,,0.286,6.49,6.56,9.736842,9.02439,7697.0,130622208.0,EUR,268373376.0,0.21819,6.956,0.5319149,0.38,0.41,27639000.0,0.783,165390000.0,66753000.0,1.87,0.03235,0.059770003,35824000.0,0.40229
CEGEDIM,FR0000053506,Euronext Paris,Compartment B,France,CGM.PA,Health Information Services,Healthcare,10.0,1.018,,1.35,,7.006579,10146.0,146634512.0,EUR,440484064.0,-0.02247,19.276,0.55250055,-1.1,1.52,49577000.0,3.615,325848992.0,654496000.0,47.751,0.024619998,-0.0495,275128000.0,0.085559994
CELLECTIS,FR0010425595,Euronext Growth Paris,Euronext Growth,France,ZVA.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
CELLULARLINE,IT0005244618,Euronext Milan,Compartment C,Italy,CELL.MI,Auto Parts,Consumer Cyclical,,0.479,2.98,,12.0,5.37931,31603.0,65407988.0,EUR,88802152.0,0.03438,6.435,0.48484847,0.26,0.58,20753000.0,0.974,43101000.0,164263008.0,7.702,0.017970001,0.04156,65819000.0,0.075040005
CELYAD ONCOLOGY,BE0974260896,Euronext Brussels,Compartment C,Belgium,CYAD.BR,Biotechnology,Healthcare,,1.051,,,,0.59375,3158.0,15825708.0,EUR,12447857.0,0.0,0.012,31.666666,-1.36,0.64,4200000.0,0.101,905000.0,186000.0,0.004,-0.27995002,-1.7091701,174000.0,-16.19767
CEMBRE,IT0001128047,Euronext Milan,Compartment B,Italy,CMB.MI,Electrical Equipment & Parts,Industrials,8.0,0.727,2.97,4.07,23.834587,24.015152,13875.0,1066071040.0,EUR,1058985408.0,0.19356,13.733,4.616617,2.66,2.64,15009000.0,0.893,7926000.0,231292992.0,13.755,0.12544,0.20039,133212000.0,0.26728
CEMENTIR HOLDING,NL0013995087,Euronext Milan,Compartment A,Netherlands,CEM.MI,Building Materials,Basic Materials,5.0,1.18,2.12,2.33,11.478261,10.90909,56026.0,2052864000.0,EUR,2035022976.0,0.10651,10.821,1.2198503,1.15,1.21,309476000.0,1.99,167840992.0,1672942976.0,10.757,0.054330003,0.10303,599555008.0,0.13972001
CENERGY,BE0974303357,Euronext Brussels,Compartment A,Belgium,CENER.BR,Electrical Equipment & Parts,Industrials,7.0,0.549,1.22,,15.972221,13.855422,4313.0,2441599488.0,EUR,2927201280.0,0.0776,3.349,3.4338608,0.72,0.83,443360000.0,2.089,929470016.0,1796448000.0,9.219,0.07205,0.24983,294276000.0,0.125
CENTRALE DEL LATTE D'ITALIA,IT0003023980,Euronext Milan,Compartment C,Italy,CLI.MI,Packaged Foods,Consumer Defensive,,0.279,,1.63,8.777778,5.9622645,8224.0,41803008.0,EUR,82327256.0,0.01381,5.079,0.62216973,0.36,0.53,49784720.0,3.556,87871912.0,345812288.0,25.162,0.02448,0.0684,69280112.0,0.04974
CERINNOV GROUP,FR0013178712,Euronext Growth Paris,Euronext Growth,France,ALPCV.PA,Specialty Industrial Machinery,Industrials,,2.384,,,,3.769231,4675.0,2483873.0,EUR,6842562.0,-0.03674,0.712,0.68820226,-0.11,0.13,1254000.0,0.272,5834000.0,14996000.0,3.291,-0.0015,-0.16725,8702000.0,-0.11496
CFE,BE0003883031,Euronext Brussels,Compartment B,Belgium,CFEB.BR,Engineering & Construction,Industrials,7.0,1.652,4.33,2.4,9.525773,6.7445254,1613.0,233138128.0,EUR,271320800.0,0.02027,9.99,0.9249249,0.97,1.37,173587008.0,6.999,215731008.0,1182168960.0,47.664,0.0136,0.09899,339315008.0,0.02545
CH.FER DEPARTEMENTAUX,FR0000037871,Euronext Access Paris,Euronext Access,France,MLCFD.PA,Railroads,Industrials,,0.165393,3.6,,18.55231,,4.0,25162500.0,EUR,19112500.0,0.49453998,741.584,1.2338455,49.32,,,,,885285.0,32.192,-0.01353,0.021440001,518153.0,-0.66501
CHARWOOD ENERGY S.A.,FR001400AJ60,Euronext Growth Paris,Euronext Growth,France,ALCWE.PA,Utilities - Renewable,Utilities,,1.717,,,,,143.0,15214647.0,EUR,16638342.0,-0.64745003,0.986,2.9817445,-0.67,,746389.0,0.144,2415580.0,5411945.0,1.039,-0.15978,-0.54128,2567070.0,-0.47989
CHAUSSERIA,FR0000060907,Euronext Paris,Compartment C,France,CHSR.PA,Footwear & Accessories,Consumer Cyclical,,-0.048,,,12.068966,,4.0,3361162.0,EUR,-1449361.0,-0.01559,10.675,0.6557377,0.58,,4810523.0,10.018,0.0,2139364.0,4.455,-0.022769999,-0.00686,912358.0,-0.39908
Cheops Technology,FR0010447086,Euronext Access Paris,Euronext Access,France,MLCHE.PA,Information Technology Services,Technology,,0.439648,2.24,,16.935484,,6.0,144900000.0,EUR,151800000.0,0.04575,12.229,5.1516886,3.72,,,,,128445688.0,55.846,0.0651,0.23045,10308163.0,0.060890004
CHOICE NV,BE0974370026,Euronext Access Brussels,Euronext Access,Belgium,MLTV.BR,,,,,,,,,150.0,3907440.0,EUR,,,,,,,,,,,,,,,
CIBOX INTER A CTIV,FR0000054322,Euronext Growth Paris,Euronext Growth,France,ALCBX.PA,Computer Hardware,Technology,,1.326,,,,,250006.0,6089700.0,EUR,7377895.0,-0.24591999,0.013,1.5076923,-0.01,,1657000.0,0.006,3755000.0,9739000.0,0.037,-0.12949,-0.67732,-67000.0,-0.22012
CIE BOIS SAUVAGE,BE0003592038,Euronext Brussels,Compartment B,Belgium,COMB.BR,Asset Management,Financial Services,,0.501,3.31,2.7,,,367.0,409536896.0,EUR,507681984.0,-0.21541001,312.865,0.8118518,-42.7,,51033000.0,31.584,115609000.0,323896992.0,198.28,0.04867,-0.10799,177812000.0,0.23945
CIE DU MONT BLANC,FR0000060428,Euronext Access Paris,Euronext Access,France,MLCMB.PA,Leisure,Consumer Cyclical,,0.099,3.33,2.75,10.752688,,378.0,223068480.0,EUR,258791808.0,0.13951,211.476,1.1348805,22.32,,2849000.0,3.167,45768000.0,144330000.0,160.461,0.033970002,0.10645001,131366000.0,0.28339002
CIR,IT0000070786,Euronext Milan,Compartment B,Italy,CIR.MI,Auto Parts,Consumer Cyclical,,0.658,,1.81,5.7545457,31.650002,581579.0,552791936.0,EUR,1515159424.0,0.01793,0.907,0.6979052,0.11,0.02,392327008.0,0.448,1085586944.0,1805072000.0,1.851,0.02325,0.04927,923830976.0,0.06434
CIRCIO HOLDING ASA,NO0013033795,Oslo Bors,Compartment C,Norway,CRNA.OL,Biotechnology,Healthcare,,1.529,,,0.21505378,0.05020921,696533.0,63304804.0,NOK,48014544.0,0.0,-0.178,-3.3707867,2.79,11.95,18328000.0,0.224,17356000.0,,,-1.11725,,,0.0
CIRCLE,IT0005344996,Euronext Growth Milan,Euronext Growth,Italy,CIRC.MI,Information Technology Services,Technology,,0.262,,,25.733332,,7590.0,36047304.0,EUR,37380448.0,0.116000004,2.952,2.6151762,0.3,,3395977.0,0.717,1431539.0,12114731.0,2.556,0.04725,0.10885999,1235575.0,0.064169995
CLABO,IT0005091324,Euronext Growth Milan,Euronext Growth,Italy,CLABO.MI,Specialty Industrial Machinery,Industrials,,1.385,,,Infinity,,1000.0,10429317.0,EUR,56510632.0,0.015579999,0.818,1.3386308,0.0,,3165374.0,0.332,49245592.0,61089232.0,6.413,0.03665,0.1999,26681948.0,0.09794
CLARANOVA,FR0013426004,Euronext Paris,Compartment C,France,CLA.PA,Software - Application,Technology,,1.588,,,,6.5857143,53395.0,107548720.0,EUR,173992672.0,-0.00669,-0.296,-6.2297297,-0.05,0.0,96600000.0,1.69,166300000.0,493400000.0,7.686,0.095860004,,144000000.0,0.096999995
CLARIANE SE,FR0010386334,Euronext Paris,Compartment B,France,CLARI.PA,Medical Care Facilities,Healthcare,4.0,0.876,,1.94,,57.875004,267583.0,1652692352.0,EUR,9432212480.0,-0.0115600005,10.077,0.45946217,-0.03,0.08,756148992.0,2.125,8209384960.0,5309421056.0,14.99,0.01344,-0.01538,1674998016.0,0.038039997
CLASS EDITORI,IT0005117848,Euronext Milan,Compartment C,Italy,CLE.MI,Publishing,Communication Services,,1.074,,0.9,,,113314.0,47122080.0,EUR,93820584.0,-0.03715,0.031,4.709677,-0.01,,4090000.0,0.015,45111000.0,85541000.0,0.309,,,16219000.0,-0.0060900003
CLEANBNB,IT0005377277,Euronext Growth Milan,Euronext Growth,Italy,CBB.MI,Real Estate Services,Real Estate,,1.129,,,19.833334,,92800.0,10262394.0,EUR,,0.028859999,0.2,5.9500003,0.06,,4707517.0,,298342.0,18582660.0,,0.040900003,0.2697,3089383.0,0.05511
CLOUDBERRY CLEAN ENERGY ASA,NO0010876642,Oslo Bors,Compartment B,Norway,CLOUD.OL,Utilities - Renewable,Utilities,,0.968,,,58.260868,167.5,99012.0,4252891904.0,NOK,5899887104.0,0.19511999,14.292,0.93758744,0.23,0.08,737000000.0,2.323,2254000128.0,369000000.0,1.221,-0.00339,0.0208,337000000.0,0.00877
CLOUDIA RESEARCH,IT0005577090,Euronext Growth Milan,Euronext Growth,Italy,AGAIN.MI,Information Technology Services,Technology,,,,,17.666666,4.2972975,80000.0,8308370.0,EUR,8726823.0,0.08213,1.033,1.5392063,0.09,,1192255.0,0.226,1546170.0,8898691.0,1.855,0.04299,0.17684999,1458929.0,0.09288
CM.COM,NL0012747059,Euronext Amsterdam,Compartment B,Netherlands,CMCOM.AS,Software - Application,Technology,,1.586,,,,-4.3076925,66019.0,130488960.0,EUR,191142592.0,-0.04419,0.837,5.352449,-0.68,-1.04,36045000.0,1.121,83179000.0,264224000.0,9.112,-0.01818,-0.50749,83120000.0,-0.027290002
CMB.TECH,BE0003816338,Euronext Brussels,Compartment A,Belgium,OCW.BR,,,,,,,,,,,,,,,,,,,,,,,,,,
CMG CLEANTECH,FR0013406881,Euronext Access Paris,Euronext Access,France,MLCMG.PA,Utilities - Renewable,Utilities,,0.661191,,,,,10.0,184792400.0,EUR,40038420.0,0.0,-0.023,-28.260868,-0.098,,,,,,,-0.5744,,-119683.0,0.0
CO.BR.HA (D),BE0003519270,Euronext Growth Brussels,Euronext Growth,Belgium,COBH.BR,Beverages - Brewers,Consumer Defensive,,0.306,,0.57,,,1.0,127500000.0,EUR,146040992.0,-0.07299,1364.453,1.2459205,-109.14,,6537000.0,87.16,25078000.0,112104000.0,1494.72,-0.025729999,-0.07867,42918000.0,-0.06521
CODELAB CAPITAL AS,NO0013483503,Euronext Growth Oslo,Euronext Growth,Norway,CODE.OL,Health Information Services,Healthcare,,1.848,,,,-11.8,2257.0,38166804.0,NOK,49141.0,0.0,2.619,1.1263841,-22.07,-0.25,20116688.0,2.943,0.0,249388.0,0.036,-1.0729,-1.99241,-31584016.0,-596.6789
COFACE,FR0010667147,Euronext Paris,Compartment A,France,COFA.PA,Insurance - Reinsurance,Financial Services,3.0,0.682,8.51,5.98,10.098159,10.160493,42976.0,2457329920.0,EUR,5343528448.0,0.12762,14.05,1.1715301,1.63,1.62,977601984.0,6.547,3860595968.0,1904243968.0,12.763,0.02925,0.118590005,1159644032.0,0.15376
COFIDUR S.A.,FR0013257409,Euronext Growth Paris,Euronext Growth,France,ALCOF.PA,Electronic Components,Technology,,0.274,5.14,2.43,7.07193,,29.0,11503048.0,EUR,14794428.0,0.02043,746.57,0.39112207,41.29,,8638000.0,224.895,12217000.0,78188000.0,2035.669,0.01117,0.05659,30580000.0,0.01302
COFLE,IT0005465619,Euronext Growth Milan,Euronext Growth,Italy,CFL.MI,Auto Parts,Consumer Cyclical,,0.235,6.69,,,8.333333,12709.0,21793356.0,EUR,38584340.0,-0.08736,3.989,0.9024818,-0.87,,8073082.0,1.334,22113888.0,60620120.0,10.014,-0.0034599998,-0.19872999,25898764.0,-0.05752
COGEFEED,IT0005618043,Euronext Growth Milan,Euronext Growth,Italy,CGF.MI,Utilities - Renewable,Utilities,,,,,1.111111,,8500.0,3600800.0,EUR,,0.0,,,0.63,,,,,,,,,,0.0
COGELEC,FR0013335742,Euronext Growth Paris,Euronext Growth,France,ALLEC.PA,Communication Equipment,Technology,,0.442,2.01,,42.35294,33.48837,832.0,239706144.0,EUR,231066768.0,0.075229995,1.484,19.407007,0.68,0.86,24702000.0,2.978,18983000.0,74514000.0,8.984,0.04862,0.62496,48470000.0,0.098079994
COGRA,FR0011071570,Euronext Growth Paris,Euronext Growth,France,ALCOG.PA,Lumber & Wood Production,Basic Materials,,0.211,,,,6.45946,41.0,16237422.0,EUR,22427980.0,-0.15699,6.976,0.6852065,-1.17,0.74,2623000.0,0.765,8671000.0,24850986.0,7.252,-0.06639,-0.15065,2829604.0,-0.1396
COHERIS,FR0004031763,Euronext Paris,Compartment C,France,OHE.PA,,,,,,,,,,,,,,,,,,,,,,,,,,
COIL,BE0160342011,Euronext Growth Paris,Euronext Growth,Belgium,ALCOI.PA,Aluminum,Basic Materials,,0.686,,,,,2643.0,4215465.0,EUR,8791546.0,-0.13103,6.528,0.22977942,-1.13,,496000.0,0.178,5100000.0,24148000.0,8.648,-0.046680003,-0.15972,14936000.0,-0.27204
COLIPAYS,FR0010959684,Euronext Access Paris,Euronext Access,France,MLCLP.PA,Internet Retail,Consumer Cyclical,,0.857524,,,4.237288,,600.0,2551200.0,EUR,,-0.12482,2.293,0.65416485,0.354,,,,,6897273.0,,-0.022839999,-0.25584,-1073039.0,-0.040209997
COM.TEL,IT0005632945,Euronext Growth Milan,Euronext Growth,Italy,CMTL.MI,,,,,,,,,600.0,31317400.0,EUR,,,0.056,30.357143,,,,,,,,,,,
COMER INDUSTRIES,IT0005246191,Euronext Milan,Compartment B,Italy,COM.MI,Farm & Heavy Construction Machinery,Industrials,,0.637,2.14,2.64,17.98077,13.16577,1452.0,1070556352.0,EUR,1138805248.0,0.06942,18.631,2.007407,2.08,,92738000.0,3.244,162418000.0,858835008.0,30.011,0.03887,0.11364,387195008.0,0.09945
COMPAGNIA DEI CARAIBI,IT0005453235,Euronext Growth Milan,Euronext Growth,Italy,TIME.MI,Beverages - Wineries & Distilleries,Consumer Defensive,,-0.042,,,,6.2,8000.0,4447446.0,EUR,15447428.0,-0.02469,0.109,2.8440368,-0.1,,1798049.0,0.125,12798044.0,59321536.0,4.135,-0.0304,-0.83521,9661381.0,-0.00865
COMPAGNIE CHARGEURS INVEST,FR0000130692,Euronext Paris,Compartment B,France,CRI.PA,Conglomerates,Industrials,9.0,1.417,1.15,5.28,29.63158,10.236363,1802.0,271314208.0,EUR,574960000.0,0.01001,13.0,0.86615384,0.38,1.1,123000000.0,5.102,424200000.0,729600000.0,30.304,0.02098,0.03091,206800000.0,0.062480003
CONDOR TECHNOLOGIES,BE6252013725,Euronext Access Paris,Euronext Access,Belgium,MLMFI.PA,,,,,,,,,1814.0,27827520.0,EUR,,,6.283,1.9099157,,,,,,,,,,,
Conduril-Engenharia,PTCDU0AE0003,Euronext Access Lisbon,Euronext Access,Portugal,CDU.LS,Engineering & Construction,Industrials,,1.227,2.7,2.17,,,152.0,21959878.0,EUR,-31903240.0,-0.22726999,81.611,0.14948966,-15.78,,76866272.0,42.704,22661384.0,124979232.0,69.434,-0.03695,-0.17438999,45146636.0,0.17743
CONFINVEST,IT0005379604,Euronext Growth Milan,Euronext Growth,Italy,CFV.MI,Capital Markets,Financial Services,,0.479,2.16,,26.428572,,2000.0,13024574.0,EUR,13622534.0,0.01548,0.941,1.9659936,0.07,,666010.0,0.095,1252871.0,32403020.0,4.599,0.057189997,0.07825,1513047.0,0.01362
CONSORT NT,FR0000077828,Euronext Access Paris,Euronext Access,France,MLCNT.PA,Information Technology Services,Technology,,-0.807104,0.0257,,,,24.0,145280512.0,EUR,,0.0359,,,,,,,,112546000.0,,,,32661000.0,0.05568
CONSTRUCTEURS BOIS,FR00140007I9,Euronext Access Paris,Euronext Access,France,MLLCB.PA,Real Estate - Development,Real Estate,,0.228,,,16.9,8.894737,105.0,14485700.0,EUR,23327912.0,0.036530003,1.303,2.594014,0.2,,7113760.0,1.779,16888376.0,24305848.0,6.077,0.055040002,0.20747,5255695.0,0.0696
CONTEXTVISION,SE0014731154,Oslo Bors,Compartment C,Sweden,CONTX.OL,Health Information Services,Healthcare,,0.641,,,25.38889,14.741936,6257.0,347895840.0,NOK,292567488.0,0.10876001,1.178,3.879457,0.18,0.31,70642000.0,0.913,9640000.0,119808000.0,1.556,0.0376,0.14703,59450000.0,-0.11587
CONVERGENZE,IT0005426215,Euronext Growth Milan,Euronext Growth,Italy,CVG.MI,Telecom Services,Communication Services,,0.102,1.02,,11.529412,7.0,8000.0,14359960.0,EUR,19172100.0,0.047470003,0.894,2.1923938,0.17,,597412.0,0.081,5320374.0,26396384.0,3.581,0.068179995,0.20459999,8771746.0,0.06848
COPERNICO,IT0005379406,Euronext Growth Milan,Euronext Growth,Italy,COP.MI,Asset Management,Financial Services,,0.461,0.99,,73.63637,12.461539,750.0,15641101.0,EUR,13906738.0,0.022880001,3.041,2.6635978,0.11,,1901087.0,0.99,251775.0,9608839.0,5.003,0.04889,0.041989997,4445556.0,0.11486
CORBION,NL0010583399,Euronext Amsterdam,Compartment A,Netherlands,CRBN.AS,Specialty Chemicals,Basic Materials,1.0,1.015,3.88,2.17,14.864864,11.073826,89444.0,961521024.0,EUR,1414178816.0,0.05106,12.482,1.3219035,1.11,1.49,40100000.0,0.689,494300000.0,1296600064.0,22.309,0.046129998,0.08841,338400000.0,0.09929
COREP LIGHTING,FR0010035816,Euronext Access Paris,Euronext Access,France,MLCOR.PA,,,,,,,75.0,,188.0,7405380.0,EUR,,,7.568,1.1892178,,,,,,,,,,,
CORETECH 5,FR0013371507,Euronext Access Paris,Euronext Access,France,MLCOT.PA,Drug Manufacturers - Specialty & Generic,Healthcare,,-0.141,,,Infinity,,4205.0,3691996.0,EUR,,1.37357,-0.006,-36.666668,0.0,,132613.0,,500000.0,15352.0,,-0.43277,,13821.0,-4.0584297
Corticeira Amorim-SGPS,PTCOR0AE0006,Euronext Lisbon,Compartment A,Portugal,COR.LS,Lumber & Wood Production,Basic Materials,3.0,0.382,4.23,2.84,14.28302,11.828126,77562.0,1008142336.0,EUR,1259990016.0,0.076799996,5.711,1.3255122,0.53,0.64,75373000.0,0.567,235974000.0,911460992.0,6.85,,,465222016.0,0.12836
COURBET,FR0004998318,Euronext Access Paris,Euronext Access,France,MLCOU.PA,Asset Management,Financial Services,,-0.430481,,,,,7328.0,,EUR,23495122.0,0.0,0.852,1.4084507,-0.021,,,,,,,-0.042150002,,-82995.0,0.0
COURTOIS,FR0000065393,Euronext Paris,Compartment C,France,COUR.PA,Real Estate Services,Real Estate,,0.151,,2.03,,,1.0,8755197.0,EUR,6712197.0,-0.36720002,256.769,0.47124067,-4.8,,6425000.0,88.796,4221000.0,945000.0,13.06,-0.0150999995,-0.02059,945000.0,-0.72850996
CRCAM ALP.PROV.CCI,FR0000044323,Euronext Paris,Compartment C,France,CRAP.PA,Banks - Regional,Financial Services,,0.649,3.6,4.26,5.9493017,,73.0,841699968.0,EUR,13639426048.0,0.31425,491.309,0.23406859,19.33,,326321984.0,43.862,13109628928.0,457976992.0,61.558,0.00543,0.0414,457976992.0,0.42700002
CRCAM ATL.VEND.CCI,FR0000185506,Euronext Paris,Compartment C,France,CRAV.PA,Banks - Regional,Financial Services,,0.446,2.63,3.73,12.28022,,164.0,995722048.0,EUR,1252205696.0,0.19492,561.604,0.23878036,10.92,,460627008.0,62.395,722844032.0,413299008.0,55.984,0.0025,0.02014,413299008.0,0.27021998
CRCAM BRIE PIC2CCI,FR0010483768,Euronext Paris,Compartment B,France,CRBP2.PA,Banks - Regional,Financial Services,,0.583,4.45,5.34,6.550802,,1185.0,1287109888.0,EUR,823192960.0,0.31879,98.332,0.24915592,3.74,,2257596928.0,41.345,1740962048.0,624787968.0,11.442,0.00479,0.03847,624787968.0,0.25594
CRCAM ILLE-VIL.CCI,FR0000045213,Euronext Paris,Compartment C,France,CIV.PA,Banks - Regional,Financial Services,,0.936,3.37,3.55,8.567415,,94.0,548670592.0,EUR,527545696.0,0.24323,401.989,0.22761816,10.68,,504892000.0,83.739,480740000.0,264584000.0,43.883,0.00316,0.0276,264584000.0,0.10902
CRCAM LANGUED CCI,FR0010461053,Euronext Paris,Compartment C,France,CRLA.PA,Banks - Regional,Financial Services,,0.942,3.67,3.72,7.871878,,238.0,1432092544.0,EUR,1399498496.0,0.31267,288.959,0.25090063,9.21,,431096000.0,21.805,382396992.0,589265024.0,29.805,0.0052,0.03373,589265024.0,0.42538
CRCAM LOIRE HAUTE LOIRE CCI,FR0000045239,Euronext Paris,Compartment C,France,CRLO.PA,Banks - Regional,Financial Services,,0.507,3.16,3.54,9.057692,,116.0,725254656.0,EUR,-339536832.0,0.20093,347.747,0.25734225,9.88,,1214811008.0,149.921,150128000.0,387064000.0,47.768,0.00514,0.02846,387064000.0,0.32789
CRCAM MORBIHAN CCI,FR0000045551,Euronext Paris,Compartment C,France,CMO.PA,Banks - Regional,Financial Services,,0.357,3.18,2.8,7.30038,,90.0,496844160.0,EUR,538600512.0,0.30008,406.288,0.2362856,13.15,,168476992.0,32.173,204367008.0,229272000.0,43.783,0.00508,0.03356,229272000.0,0.23717
CRCAM NORD CCI,FR0000185514,Euronext Paris,Compartment B,France,CNDF.PA,Banks - Regional,Financial Services,,0.66,3.06,4.58,7.7627115,,19153.0,1293325568.0,EUR,1049087936.0,0.27335,97.689,0.23441738,2.95,,606481024.0,14.282,674576000.0,632820992.0,14.903,0.00454,0.03126,632820992.0,0.18195999
CRCAM NORM.SEINE,FR0000044364,Euronext Paris,Compartment C,France,CCN.PA,Banks - Regional,Financial Services,,0.625,2.82,4.44,8.834729,,478.0,701892800.0,EUR,646979008.0,0.22863,508.277,0.22822201,13.13,,1220386944.0,201.69,1165294976.0,344174016.0,56.881,0.00316,0.02645,344174016.0,0.1509
CRCAM PARIS ET IDF,FR0000045528,Euronext Paris,Compartment B,France,CAF.PA,Banks - Regional,Financial Services,,0.685,2.94,4.34,11.482352,,282.0,2434942208.0,EUR,2750190848.0,0.23003,307.184,0.2859524,7.65,,1536160000.0,55.234,1843341056.0,923152000.0,33.193,0.0028400002,0.02576,923152000.0,0.31284
CRCAM SUD R.A.CCI,FR0000045346,Euronext Paris,Compartment C,France,CRSU.PA,Banks - Regional,Financial Services,,0.527,3.35,3.8,8.619163,,1.0,810684928.0,EUR,956301184.0,0.23839001,743.047,0.24092689,20.77,,237140000.0,52.331,382064000.0,394611008.0,87.081,0.0034400001,0.02902,394611008.0,0.18627001
CRCAM TOURAINE CCI,FR0000045304,Euronext Paris,Compartment C,France,CRTO.PA,Banks - Regional,Financial Services,,0.603,2.75,4.01,10.88972,,84.0,730623488.0,EUR,778744000.0,0.26884001,452.309,0.25761148,10.7,,164824992.0,26.326,214050000.0,299603008.0,47.853,0.00479,0.02938,299603008.0,0.12505001
CREACTIVES GROUP,IT0005408593,Euronext Growth Milan,Euronext Growth,Italy,CREG1EUR.MI,,,,,,,,,,,,,,,,,,,,,,,,,,
CRESCENT,BE0003836534,Euronext Brussels,Compartment C,Belgium,OPTI.BR,Communication Equipment,Technology,,0.513,,,Infinity,Infinity,613575.0,12762048.0,EUR,18924046.0,-0.24024001,-0.001,-6.3999996,0.0,0.0,369000.0,0.0,6531000.0,12550000.0,0.006,-0.04512,-11.846149,5093000.0,-0.09169
CROSSJECT,FR0011716265,Euronext Growth Paris,Euronext Growth,France,ALCJ.PA,Medical Instruments & Supplies,Healthcare,,0.836,,,,7.4545455,166255.0,83594240.0,EUR,89648528.0,0.0,-0.059,-27.79661,-0.28,0.22,7036000.0,0.153,21069000.0,4115000.0,0.09,-0.26911,,-7917000.0,-2.46467
CROSSWOOD,FR0000050395,Euronext Paris,Compartment C,France,CROS.PA,Real Estate Services,Real Estate,,1.167,0.93,,21.176472,,10.0,114836400.0,EUR,109496968.0,6.15203,7.869,1.3724743,0.51,,5447000.0,0.512,108000.0,888000.0,0.084,0.00164,0.06706,662000.0,0.015240001
CROWDFUNDME,IT0005353575,Euronext Growth Milan,Euronext Growth,Italy,CFM.MI,Asset Management,Financial Services,,0.157,,,,,5850.0,2142550.0,EUR,2162725.0,-0.38145,1.339,0.9335325,-0.38,,126502.0,0.074,83212.0,1714173.0,1.0,-0.12748,-0.25475,-51677.0,-0.66183996
CRYPTO BLOCKCHAIN INDUSTRIES,FR0014007LW0,Euronext Growth Paris,Euronext Growth,France,ALCBI.PA,Asset Management,Financial Services,,-0.259,,,,,887328.0,125273224.0,EUR,122750576.0,-1.4698801,0.06,7.783334,-0.03,,1417000.0,0.005,2130200.0,5213700.0,0.02,-0.17346,-0.51211,5175200.0,-2.03581
CSP INT IND CALZE,IT0001127874,Euronext Milan,Compartment C,Italy,CSP.MI,Apparel Manufacturing,Consumer Cyclical,,0.624,,4.33,,1.8705882,80713.0,12385941.0,EUR,14111945.0,-0.00411,1.337,0.23784591,-0.01,0.17,11660000.0,0.299,13386000.0,88895000.0,2.192,-0.00491,-0.00699,28125000.0,0.05737
CTAC,NL0000345577,Euronext Amsterdam,Compartment C,Netherlands,TAC.AS,,,,,,,,,,,,,,,,,,,,,,,,,,
